ID,Name,Name_DE,Ing,Icon,Form,Type1,Type2,Generation,Hight,Gewicht,Pre_Evo,Post_Evo,Evo_Typ
853,Kaocto,Grapploct,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/853.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/853.png,,Fighting,,8,1.6,39,Clobbopus,,levelMove
854,Fatalitee,Sinistea,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/854.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/854.png,,Ghost,,8,0.1,0.2,,Polteageist,LevelUp
855,Mortipot,Polteageist,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/855.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/855.png,,Ghost,,8,0.2,0.4,Sinistea,,useItem
856,Brimova,Hatenna,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/856.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/856.png,,Psychic,,8,0.4,3.4,,Hattrem,LevelUp
857,Brimano,Hattrem,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/857.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/857.png,,Psychic,,8,0.6,4.8,Hatenna,Hatterene,LevelUp
858,Silembrim,Hatterene,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/858.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/858.png,,Psychic,Fairy,8,2.1,5.1,Hattrem,,LevelUp
859,Bähmon,Impidimp,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/859.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/859.png,,Dark,Fairy,8,0.4,5.5,,Morgrem,LevelUp
860,Pelzebub,Morgrem,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/860.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/860.png,,Dark,Fairy,8,0.8,12.5,Impidimp,Grimmsnarl,LevelUp
861,Olangaar,Grimmsnarl,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/861.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/861.png,,Dark,Fairy,8,1.5,61,Morgrem,,LevelUp
862,Barrikadax,Obstagoon,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/862.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/862.png,,Dark,Normal,8,1.6,46,Linoone-Galar,,LevelUp
863,Mauzinger,Perrserker,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/863.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/863.png,,Steel,,8,0.8,28,Meowth-Galar,,LevelUp
864,Gorgasonn,Cursola,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/864.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/864.png,,Ghost,,8,1,0.4,Corsola-Galar,,LevelUp
865,Lauchzelot,Sirfetch'd,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/865.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/865.png,,Fighting,,8,0.8,117,Farfetchd-Galar,,other
866,Pantifrost,Mr. Rime,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/866.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/866.png,,Ice,Psychic,8,1.5,58.2,Mr. Mime-Galar,,LevelUp
867,Oghnatoll,Runerigus,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/867.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/867.png,,Ground,Ghost,8,1.6,66.6,Yamask-Galar,,other
868,Hokumil,Milcery,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/868.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/868.png,,Fairy,,8,0.2,0.3,,Alcremie,LevelUp
869,Pokusan,Alcremie,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/869.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/869.png,,Fairy,,8,0.3,0.5,Milcery,,other
870,Legios,Falinks,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/870.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/870.png,,Fighting,,8,3,62,,,LevelUp
871,Britzigel,Pincurchin,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/871.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/871.png,,Electric,,8,0.3,1,,,LevelUp
872,Snomnom,Snom,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/872.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/872.png,,Ice,Bug,8,0.3,3.8,,Frosmoth,LevelUp
873,Mottineva,Frosmoth,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/873.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/873.png,,Ice,Bug,8,1.3,42,Snom,,levelFriendship
874,Humanolith,Stonjourner,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/874.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/874.png,,Rock,,8,2.5,520,,,LevelUp
875,Kubuin,Eiscue,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/875.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/875.png,Ice Face,Ice,,8,1.4,89,,,LevelUp
875,Kubuin,Eiscue,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/875.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/875.png,Noice Face,Ice,,8,1.4,89,,,LevelUp
876,Servol,Indeedee,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/876.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/876.png,Male,Psychic,Normal,8,0.9,28,,,LevelUp
876,Servol,Indeedee,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/876.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/876.png,Female,Psychic,Normal,8,0.9,28,,,LevelUp
877,Morpeko,Morpeko,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/877.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/877.png,Full Belly Mode,Electric,Dark,8,0.3,3,,,LevelUp
877,Morpeko,Morpeko,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/877.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/877.png,Hangry Mode,Electric,Dark,8,0.3,3,,,LevelUp
878,Kupfanti,Cufant,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/878.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/878.png,,Steel,,8,1.2,100,,Copperajah,LevelUp
879,Patinaraja,Copperajah,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/879.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/879.png,,Steel,,8,3,650,Cufant,,LevelUp
880,Lectragon,Dracozolt,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/880.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/880.png,,Electric,Dragon,8,1.8,190,,,LevelUp
881,Lecryodon,Arctozolt,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/881.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/881.png,,Electric,Ice,8,2.3,150,,,LevelUp
882,Pescragon,Dracovish,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/882.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/882.png,,Water,Dragon,8,2.3,215,,,LevelUp
883,Pescryodon,Arctovish,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/883.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/883.png,,Water,Ice,8,2,175,,,LevelUp
884,Duraludon,Duraludon,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/884.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/884.png,,Steel,Dragon,8,1.8,40,,Archaludon,LevelUp
885,Grolldra,Dreepy,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/885.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/885.png,,Dragon,Ghost,8,0.5,2,,Drakloak,LevelUp
886,Phandra,Drakloak,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/886.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/886.png,,Dragon,Ghost,8,1.4,11,Dreepy,Dragapult,LevelUp
887,Katapuldra,Dragapult,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/887.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/887.png,,Dragon,Ghost,8,3,50,Drakloak,,LevelUp
888,Zacian,Zacian,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/888.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/888.png,Hero of Many Battles,Fairy,,8,2.8,110,,,LevelUp
888,Zacian,Zacian,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/888.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/888.png,Crowned Sword,Fairy,Steel,8,2.8,110,,,LevelUp
889,Zamazenta,Zamazenta,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/889.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/889.png,Hero of Many Battles,Fighting,,8,2.9,210,,,LevelUp
889,Zamazenta,Zamazenta,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/889.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/889.png,Crowned Shield,Fighting,Steel,8,2.9,210,,,LevelUp
890,Endynalos,Eternatus,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/890.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/890.png,,Poison,Dragon,8,20,950,,,LevelUp
890,Endynalos,Eternatus,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/890.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/890.png,Eternamax,Poison,Dragon,8,20,950,,,LevelUp
891,Dakuma,Kubfu,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/891.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/891.png,,Fighting,,8,0.6,12,,Urshifu,LevelUp
892,Wulaosu,Urshifu,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/892.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/892.png,Single Strike Style,Fighting,Dark,8,1.9,105,Kubfu,,other
892,Wulaosu,Urshifu,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/892.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/892.png,Rapid Strike Style,Fighting,Water,8,1.9,105,Kubfu,,other
893,Zarude,Zarude,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/893.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/893.png,,Dark,Grass,8,1.8,70,,,LevelUp
894,Regieleki,Regieleki,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/894.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/894.png,,Electric,,8,1.2,145,,,LevelUp
895,Regidrago,Regidrago,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/895.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/895.png,,Dragon,,8,2.1,200,,,LevelUp
896,Polaross,Glastrier,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/896.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/896.png,,Ice,,8,2.2,800,,,LevelUp
897,Phantoross,Spectrier,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/897.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/897.png,,Ghost,,8,2,44.5,,,LevelUp
898,Coronospa,Calyrex,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/898.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/898.png,,Psychic,Grass,8,1.1,7.7,,,LevelUp
898,Coronospa,Calyrex,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/898.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/898.png,Ice Rider,Psychic,Ice,8,1.1,7.7,,,LevelUp
898,Coronospa,Calyrex,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/898.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/898.png,Shadow Rider,Psychic,Ghost,8,1.1,7.7,,,LevelUp
899,Damythir,Wyrdeer,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/899.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/899.png,,Normal,Psychic,8,1.8,95.1,Stantler,,other
900,Axantor,Kleavor,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/900.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/900.png,,Bug,Rock,8,1.8,89,Scyther,,useItem
901,Ursaluna,Ursaluna,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/901.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/901.png,,Ground,Normal,8,2.4,290,Ursaring,,other
902,Salmagnis,Basculegion,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/902.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/902.png,Male,Water,Ghost,8,3,110,Basculin-White-Striped,,other
902,Salmagnis,Basculegion,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/902.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/902.png,Female,Water,Ghost,8,3,110,Basculin-White-Striped,,other
903,Snieboss,Sneasler,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/903.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/903.png,,Fighting,Poison,8,1.3,43,Sneasel-Hisui,,levelHold
904,Myriador,Overqwil,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/904.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/904.png,,Dark,Poison,8,2.5,60.5,Qwilfish-Hisui,,other
905,Cupidos,Enamorus,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/905.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/905.png,Incarnate Forme,Fairy,Flying,8,1.6,48,,,LevelUp
905,Cupidos,Enamorus,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/905.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/905.png,Therian Forme,Fairy,Flying,8,1.6,48,,,LevelUp
128,Tauros,Tauros,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/128.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/128.png,Combat Breed,Fighting,,9,1.4,88.4,,,LevelUp
128,Tauros,Tauros,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/128.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/128.png,Blaze Breed,Fighting,Fire,9,1.4,88.4,,,LevelUp
128,Tauros,Tauros,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/128.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/128.png,Aqua Breed,Fighting,Water,9,1.4,88.4,,,LevelUp
194,Felino,Wooper,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/194.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/194.png,Paldean Wooper,Poison,Ground,9,0.4,8.5,,Quagsire,LevelUp
901,Ursaluna,Ursaluna,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/901.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/901.png,Bloodmoon,Ground,Normal,9,2.4,290,Ursaring,,other
906,Felori,Sprigatito,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/906.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/906.png,,Grass,,9,0.4,4.1,,Floragato,LevelUp
907,Feliospa,Floragato,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/907.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/907.png,,Grass,,9,0.9,12.2,Sprigatito,Meowscarada,LevelUp
908,Maskagato,Meowscarada,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/908.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/908.png,,Grass,Dark,9,1.5,31.2,Floragato,,LevelUp
909,Krokel,Fuecoco,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/909.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/909.png,,Fire,,9,0.4,9.8,,Crocalor,LevelUp
910,Lokroko,Crocalor,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/910.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/910.png,,Fire,,9,1,30.7,Fuecoco,Skeledirge,LevelUp
911,Skelokrok,Skeledirge,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/911.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/911.png,,Fire,Ghost,9,1.6,326.5,Crocalor,,LevelUp
912,Kwaks,Quaxly,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/912.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/912.png,,Water,,9,0.5,6.1,,Quaxwell,LevelUp
913,Fuentente,Quaxwell,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/913.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/913.png,,Water,,9,1.2,21.5,Quaxly,Quaquaval,LevelUp
914,Bailonda,Quaquaval,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/914.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/914.png,,Water,Fighting,9,1.8,61.9,Quaxwell,,LevelUp
915,Ferkuli,Lechonk,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/915.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/915.png,,Normal,,9,0.5,10.2,,Oinkologne,LevelUp
916,Fragrunz,Oinkologne,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/916.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/916.png,Male,Normal,,9,1,120,Lechonk,,LevelUp
916,Fragrunz,Oinkologne,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/916.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/916.png,Female,Normal,,9,1,120,Lechonk,,LevelUp
917,Tarundel,Tarountula,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/917.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/917.png,,Bug,,9,0.3,4,,Spidops,LevelUp
918,Spinsidias,Spidops,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/918.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/918.png,,Bug,,9,1,16.5,Tarountula,,LevelUp
919,Micrick,Nymble,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/919.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/919.png,,Bug,,9,0.2,1,,Lokix,LevelUp
920,Lextremo,Lokix,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/920.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/920.png,,Bug,Dark,9,1,17.5,Nymble,,LevelUp
921,Pamo,Pawmi,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/921.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/921.png,,Electric,,9,0.3,2.5,,Pawmo,LevelUp
922,Pamamo,Pawmo,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/922.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/922.png,,Electric,Fighting,9,0.4,6.5,Pawmi,Pawmot,LevelUp
923,Pamomamo,Pawmot,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/923.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/923.png,,Electric,Fighting,9,0.9,41,Pawmo,,other
924,Zwieps,Tandemaus,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/924.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/924.png,,Normal,,9,0.3,1.8,,Maushold,LevelUp
925,Famieps,Maushold,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/925.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/925.png,Family of Four,Normal,,9,0.3,2.3,Tandemaus,,LevelUp
925,Famieps,Maushold,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/925.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/925.png,Family of Three,Normal,,9,0.3,2.3,Tandemaus,,LevelUp
926,Hefel,Fidough,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/926.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/926.png,,Fairy,,9,0.3,10.9,,Dachsbun,LevelUp
927,Backel,Dachsbun,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/927.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/927.png,,Fairy,,9,0.5,14.9,Fidough,,LevelUp
928,Olini,Smoliv,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/928.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/928.png,,Grass,Normal,9,0.3,6.5,,Dolliv,LevelUp
929,Olivinio,Dolliv,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/929.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/929.png,,Grass,Normal,9,0.6,11.9,Smoliv,Arboliva,LevelUp
930,Olithena,Arboliva,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/930.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/930.png,,Grass,Normal,9,1.4,48.2,Dolliv,,LevelUp
931,Krawalloro,Squawkabilly,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/931.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/931.png,Green Plumage,Normal,Flying,9,0.6,2.4,,,LevelUp
931,Krawalloro,Squawkabilly,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/931.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/931.png,Blue Plumage,Normal,Flying,9,0.6,2.4,,,LevelUp
931,Krawalloro,Squawkabilly,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/931.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/931.png,Yellow Plumage,Normal,Flying,9,0.6,2.4,,,LevelUp
931,Krawalloro,Squawkabilly,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/931.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/931.png,White Plumage,Normal,Flying,9,0.6,2.4,,,LevelUp
932,Geosali,Nacli,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/932.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/932.png,,Rock,,9,0.4,16,,Naclstack,LevelUp
933,Sedisal,Naclstack,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/933.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/933.png,,Rock,,9,0.6,105,Nacli,Garganacl,LevelUp
934,Saltigant,Garganacl,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/934.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/934.png,,Rock,,9,2.3,240,Naclstack,,LevelUp
935,Knarbon,Charcadet,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/935.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/935.png,,Fire,,9,0.6,10.5,,Armarouge,LevelUp
936,Crimanzo,Armarouge,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/936.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/936.png,,Fire,Psychic,9,1.5,85,Charcadet,,useItem
937,Azugladis,Ceruledge,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/937.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/937.png,,Fire,Ghost,9,1.6,62,Charcadet,,useItem
938,Blipp,Tadbulb,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/938.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/938.png,,Electric,,9,0.3,0.4,,Bellibolt,LevelUp
939,Wampitz,Bellibolt,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/939.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/939.png,,Electric,,9,1.2,113,Tadbulb,,useItem
940,Voltrel,Wattrel,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/940.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/940.png,,Electric,Flying,9,0.4,3.6,,Kilowattrel,LevelUp
941,Voltrean,Kilowattrel,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/941.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/941.png,,Electric,Flying,9,1.4,38.6,Wattrel,,LevelUp
942,Mobtiff,Maschiff,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/942.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/942.png,,Dark,,9,0.5,16,,Mabosstiff,LevelUp
943,Mastifioso,Mabosstiff,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/943.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/943.png,,Dark,,9,1.1,61,Maschiff,,LevelUp
944,Sproxi,Shroodle,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/944.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/944.png,,Poison,Normal,9,0.2,0.7,,Grafaiai,LevelUp
945,Affiti,Grafaiai,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/945.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/945.png,,Poison,Normal,9,0.7,27.2,Shroodle,,LevelUp
946,Weherba,Bramblin,https://media.bisafans.de/54bf46f/thumbs/300x300/pokemon/artwork/946.png,https://media.bisafans.de/024e1b2/pokemon/gen9/icon/statisch/946.png,,Grass,Ghost,9,0.6,0.6,,Brambleghast,LevelUp
